"id","trial","response"
33,19,"brown"
33,20,"red"
33,21,"blue"
33,22,"blue"
33,23,"green"
33,24,"brown"
33,25,"green"
33,26,"blue"
33,27,"rde"
33,28,"green"
33,29,"brown"
33,30,"red"
33,31,"purple"
33,32,"purple"
33,33,"blue"
33,34,"bule"
33,35,"brown"
33,36,"brwon"
33,37,"red"
33,38,"red"
33,39,"green"
33,40,"purple"
33,41,"brown"
33,42,"green"
33,43,"red"
33,44,"purple"
33,45,"green"
33,46,"red"
33,47,"purple"
33,48,"red"
33,49,"blue"
33,50,"blue"
34,1,"purple"
34,2,"brown"
34,3,"brown"
34,4,"green"
34,5,"red"
34,6,"blue"
34,7,"brown"
34,8,"green"
34,9,"purple"
34,10,"green"
34,11,"blue"
34,12,"blue"
34,13,"green"
34,14,"brown"
34,15,"purple"
34,16,"purple"
34,17,"blue"
34,18,"red"
34,19,"brown"
34,20,"green"
34,21,"green"
34,22,"purple"
34,23,"green"
34,24,"purple"
34,25,"brown"
34,26,"purple"
34,27,"blue"
34,28,"red"
34,29,"blue"
34,30,"green"
34,31,"blue"
34,32,"purple"
34,33,"blue"
34,34,"green"
34,35,"red"
34,36,"red"
34,37,"blue"
34,38,"brown"
34,39,"green"
34,40,"red"
34,41,"purple"
34,42,"brown"
34,43,"brown"
34,44,"purple"
34,45,"red"
34,46,"red"
34,47,"blue"
34,48,"brown"
34,49,"red"
34,50,"blue"
35,1,"blue"
35,2,"green"
35,3,"brown"
35,4,"purple"
35,5,"blue"
35,6,"brown"
35,7,"blue"
35,8,"red"
35,9,"blue"
35,10,"green"
35,11,"green"
35,12,"blue"
35,13,"red"
35,14,"brown"
35,15,"blue"
35,16,"red"
35,17,"green"
35,18,"purple"
35,19,"purple"
35,20,"purple"
35,21,"green"
35,22,"green"
35,23,"red"
35,24,"blue"
35,25,"green"
35,26,"brown"
35,27,"brown"
35,28,"brown"
35,29,"red"
35,30,"bule"
35,31,"blue"
35,32,"purple"
35,33,"rde"
35,34,"brown"
35,35,"red"
35,36,"green"
35,37,"red"
35,38,"brown"
35,39,"purple"
35,40,"red"
35,41,"green"
35,42,"brown"
35,43,"red"
35,44,"purple"
35,45,"purple"
35,46,"purple"
35,47,"red"
35,48,"blue"
35,49,"blue"
35,50,"purple"
36,1,"brown"
36,2,"blue"
36,3,"blue"
36,4,"purple"
36,5,"purple"
36,6,"green"
36,7,"blue"
36,8,"green"
36,9,"green"
36,10,"purple"
36,11,"green"
36,12,"purple"
36,13,"brown"
36,14,"red"
36,15,"brown"
36,16,"brown"
36,17,"purple"
36,18,"red"
36,19,"blue"
36,20,"brown"
36,21,"blue"
36,22,"purple"
36,23,"blue"
36,24,"blue"
36,25,"purple"
36,26,"purple"
36,27,"red"
36,28,"red"
36,29,"purple"
36,30,"blue"
36,31,"green"
36,32,"brown"
36,33,"green"
36,34,"red"
36,35,"red"
36,36,"blue"
36,37,"brown"
36,38,"brown"
36,39,"green"
36,40,"blue"
36,41,"red"
36,42,"red"
36,43,"green"
36,44,"purple"
36,45,"green"
36,46,"red"
36,47,"red"
36,48,"brown"
36,49,"green"
36,50,"brown"
37,1,"brown"
37,2,"green"
37,3,"brown"
37,4,"blue"
37,5,"purple"
37,6,"brown"
37,7,"red"
37,8,"brown"
37,9,"purple"
37,10,"brown"
37,11,"green"
37,12,"red"
37,13,"brown"
37,14,"red"
37,15,"brown"
37,16,"blue"
37,17,"purple"
37,18,"red"
37,19,"purple"
37,20,"blue"
37,21,"brown"
37,22,"purple"
37,23,"green"
37,24,"green"
37,25,"red"
37,26,"red"
37,27,"purple"
37,28,"purple"
37,29,"purple"
37,30,"red"
37,31,"purple"
37,32,"blue"
37,33,"blue"
37,34,"blue"
37,35,"blue"
37,36,"pruple"
37,37,"green"
37,38,"red"
37,39,"red"
37,40,"blue"
37,41,"blue"
37,42,"brown"
37,43,"brown"
37,44,"green"
37,45,"blue"
37,46,"grene"
37,47,"blue"
37,48,"green"
37,49,"green"
37,50,"green"
38,1,"purple"
38,2,"blue"
38,3,"red"
38,4,"green"
38,5,"brown"
38,6,"blue"
38,7,"brown"
38,8,"green"
38,9,"red"
38,10,"blue"
38,11,"brown"
38,12,"green"
38,13,"purple"
38,14,"green"
38,15,"purple"
38,16,"blue"
38,17,"purple"
38,18,"red"
38,19,"grene"
38,20,"blue"
38,21,"brown"
38,22,"blue"
38,23,"blue"
38,24,"green"
38,25,"green"
38,26,"green"
38,27,"red"
38,28,"brown"
38,29,"red"
38,30,"red"
38,31,"brown"
38,32,"purple"
38,33,"green"
38,34,"brown"
38,35,"red"
38,36,"blue"
38,37,"red"
38,38,"brown"
38,39,"purple"
38,40,"purple"
38,41,"purple"
38,42,"red"
38,43,"brown"
38,44,"purple"
38,45,"blue"
38,46,"blue"
38,47,"blue"
38,48,"red"
38,49,"purple"
38,50,"brown"
39,1,"blue"
39,2,"purple"
39,3,"green"
39,4,"blue"
39,5,"blue"
39,6,"blue"
39,7,"blue"
39,8,"brown"
39,9,"red"
39,10,"green"
39,11,"brown"
39,12,"green"
39,13,"red"
39,14,"purple"
39,15,"brown"
39,16,"green"
39,17,"red"
39,18,"blue"
39,19,"brown"
39,20,"green"
39,21,"purple"
39,22,"blue"
39,23,"red"
39,24,"brown"
39,25,"red"
39,26,"purple"
39,27,"purple"
39,28,"red"
39,29,"green"
39,30,"green"
39,31,"green"
39,32,"purple"
39,33,"red"
39,34,"red"
39,35,"green"
39,36,"blue"
39,37,"brown"
39,38,"brown"
39,39,"brown"
39,40,"green"
39,41,"purple"
39,42,"purple"
39,43,"brown"
39,44,"purple"
39,45,"brown"
39,46,"red"
39,47,"blue"
39,48,"purple"
39,49,"blue"
39,50,"purple"
40,1,"green"
40,2,"red"
40,3,"brown"
40,4,"green"
40,5,"purple"
40,6,"brown"
40,7,"brown"
40,8,"red"
40,9,"purple"
40,10,"brown"
40,11,"red"
40,12,"blue"
40,13,"purple"
40,14,"green"
40,15,"purple"
40,16,"green"
40,17,"purple"
40,18,"red"
40,19,"red"
40,20,"geren"
40,21,"red"
40,22,"green"
40,23,"blue"
40,24,"purple"
40,25,"blue"
40,26,"blue"
40,27,"blue"
40,28,"blue"
40,29,"red"
40,30,"green"
40,31,"purple"
40,32,"grene"
40,33,"brown"
40,34,"purple"
40,35,"purple"
40,36,"brown"
40,37,"red"
40,38,"brown"
40,39,"brown"
40,40,"purple"
40,41,"blue"
40,42,"brown"
40,43,"red"
40,44,"brown"
40,45,"purple"
40,46,"blue"
40,47,"green"
40,48,"blue"
40,49,"red"
40,50,"green"
41,1,"brown"
41,2,"blue"
41,3,"green"
41,4,"red"
41,5,"purple"
41,6,"blue"
41,7,"blue"
41,8,"red"
41,9,"blue"
41,10,"red"
41,11,"purple"
41,12,"brown"
41,13,"green"
41,14,"green"
41,15,"rde"
41,16,"brown"
41,17,"blue"
41,18,"purple"
41,19,"red"
41,20,"purple"
41,21,"green"
41,22,"blue"
41,23,"green"
41,24,"purple"
41,25,"green"
41,26,"green"
41,27,"borwn"
41,28,"green"
41,29,"brown"
41,30,"purple"
41,31,"brown"
41,32,"blue"
41,33,"brown"
41,34,"green"
41,35,"brown"
41,36,"purple"
41,37,"blue"
41,38,"red"
41,39,"red"
41,40,"brown"
41,41,"blue"
41,42,"red"
41,43,"purple"
41,44,"green"
41,45,"red"
41,46,"purple"
41,47,"brown"
41,48,"purple"
41,49,"bleu"
41,50,"red"
42,1,"brown"
42,2,"brown"
42,3,"red"
42,4,"green"
42,5,"purple"
42,6,"green"
42,7,"purple"
42,8,"red"
42,9,"purple"
42,10,"green"
42,11,"green"
42,12,"purple"
42,13,"purple"
42,14,"brown"
42,15,"red"
42,16,"blue"
42,17,"brown"
42,18,"purple"
42,19,"brown"
42,20,"blue"
42,21,"rde"
42,22,"red"
42,23,"green"
42,24,"green"
42,25,"brown"
42,26,"brown"
42,27,"purple"
42,28,"purple"
42,29,"purple"
42,30,"bule"
42,31,"blue"
42,32,"blue"
42,33,"green"
42,34,"brown"
42,35,"red"
42,36,"green"
42,37,"green"
42,38,"brown"
42,39,"blue"
42,40,"purple"
42,41,"purple"
42,42,"blue"
42,43,"brown"
42,44,"blue"
42,45,"red"
42,46,"green"
42,47,"red"
42,48,"pruple"
42,49,"rde"
42,50,"blue"
43,1,"blue"
43,2,"brown"
43,3,"brown"
43,4,"blue"
43,5,"red"
43,6,"blue"
43,7,"purple"
43,8,"green"
43,9,"green"
43,10,"brown"
43,11,"brown"
43,12,"green"
43,13,"blue"
43,14,"brown"
43,15,"red"
43,16,"red"
43,17,"green"
43,18,"red"
43,19,"purple"
43,20,"green"
43,21,"blue"
43,22,"green"
43,23,"red"
43,24,"brown"
43,25,"green"
43,26,"purple"
43,27,"red"
43,28,"purple"
43,29,"red"
43,30,"blue"
43,31,"rde"
43,32,"brown"
43,33,"green"
43,34,"purple"
43,35,"purple"
43,36,"purple"
43,37,"blue"
43,38,"brown"
43,39,"red"
43,40,"blue"
43,41,"green"
43,42,"purple"
43,43,"brown"
43,44,"blue"
43,45,"purple"
43,46,"purple"
43,47,"red"
43,48,"blue"
43,49,"brown"
43,50,"purple"
44,1,"green"
44,2,"green"
44,3,"brown"
44,4,"purple"
44,5,"blue"
44,6,"blue"
44,7,"geren"
44,8,"red"
44,9,"purple"
44,10,"purple"
44,11,"brown"
44,12,"green"
44,13,"red"
44,14,"brown"
44,15,"brown"
44,16,"brown"
44,17,"blue"
44,18,"purple"
44,19,"green"
44,20,"brown"
44,21,"blue"
44,22,"purple"
44,23,"green"
44,24,"red"
44,25,"purple"
44,26,"red"
44,27,"red"
44,28,"purple"
44,29,"blue"
44,30,"brown"
44,31,"green"
44,32,"red"
44,33,"red"
44,34,"purple"
44,35,"brown"
44,36,"green"
44,37,"green"
44,38,"purlpe"
44,39,"brown"
44,40,"red"
44,41,"green"
44,42,"blue"
44,43,"blue"
44,44,"purple"
44,45,"blue"
44,46,"red"
44,47,"brown"
44,48,"blue"
44,49,"green"
44,50,"red"
